序号, 活动量,光强 ,温度 ,声音强度
0001, 0254, 0000, 0026, 0132
0002, 0262, 0000, 0026, 0132
0003, 0258, 0000, 0026, 0132
0004, 0254, 0000, 0026, 0132
0005, 0258, 0000, 0026, 0132
0006, 0257, 0000, 0026, 0132
0007, 0260, 0000, 0026, 0132
0008, 0264, 0000, 0026, 0132
0009, 0253, 0000, 0026, 0132
0010, 0254, 0000, 0026, 0132
0011, 0254, 0000, 0026, 0132
0012, 0260, 0000, 0026, 0132
0013, 0251, 0000, 0026, 0132
0014, 0261, 0000, 0026, 0132
0015, 0263, 0000, 0026, 0132
0016, 0256, 0000, 0026, 0132
0017, 0258, 0000, 0026, 0132
0018, 0259, 0000, 0026, 0132
0019, 0259, 0000, 0026, 0132
0020, 0258, 0000, 0026, 0132
0021, 0258, 0000, 0026, 0132
0022, 0258, 0000, 0026, 0132
0023, 0258, 0000, 0026, 0132
0024, 0000, 0000, 0026, 0132
0025, 0257, 0000, 0026, 0132
0026, 0258, 0000, 0026, 0132
0027, 0256, 0000, 0026, 0132
0028, 0261, 0000, 0026, 0132
0029, 0256, 0000, 0026, 0132
0030, 0275, 0000, 0026, 0132
0031, 0254, 0000, 0026, 0132
0032, 0260, 0000, 0026, 0132
0033, 0259, 0000, 0026, 0132
0034, 0245, 0000, 0026, 0132
0035, 0256, 0000, 0026, 0132
0036, 0249, 0000, 0026, 0132
0037, 0256, 0000, 0026, 0132
0038, 0258, 0000, 0026, 0132
0039, 0258, 0000, 0026, 0132
0040, 0000, 0000, 0026, 0132
0041, 0258, 0000, 0026, 0132
0042, 0000, 0000, 0026, 0132
0043, 0258, 0000, 0026, 0132
0044, 0255, 0000, 0026, 0132
0045, 0247, 0000, 0026, 0132
0046, 0265, 0000, 0026, 0132
0047, 0257, 0000, 0026, 0132
0048, 0261, 0000, 0026, 0132
0049, 0258, 0000, 0026, 0132
0050, 0259, 0000, 0026, 0132
0051, 0258, 0000, 0026, 0132
0052, 0258, 0000, 0026, 0132
0053, 0257, 0000, 0026, 0132
0054, 0256, 0000, 0026, 0132
0055, 0258, 0000, 0026, 0132
0056, 0256, 0000, 0026, 0132
0057, 0237, 0000, 0026, 0132
0058, 0276, 0000, 0026, 0132
0059, 0229, 0000, 0026, 0132
0060, 0261, 0000, 0026, 0132
0061, 0259, 0000, 0026, 0132
0062, 0259, 0000, 0026, 0132
0063, 0000, 0000, 0026, 0132
0064, -002, -002, -002, -002
0065, -001, 0000, 0000, 0000
0066, -001, 0000, 0000, 0000
0067, -001, 0000, 0000, 0000
0068, -001, 0000, 0000, 0000
0069, -001, 0000, 0000, 0000
0070, -001, 0000, 0000, 0000
0071, -001, 0000, 0000, 0000
0072, -001, 0000, 0000, 0000
0073, -001, 0000, 0000, 0000
0074, -001, 0000, 0000, 0000
0075, -001, 0000, 0000, 0000
0076, -001, 0000, 0000, 0000
0077, -001, 0000, 0000, 0000
0078, -001, 0000, 0000, 0000
0079, -001, 0000, 0000, 0000
0080, -001, 0000, 0000, 0000
0081, -001, 0000, 0000, 0000
0082, -001, 0000, 0000, 0000
0083, -001, 0000, 0000, 0000
0084, -001, 0000, 0000, 0000
0085, -001, 0000, 0000, 0000
0086, -001, 0000, 0000, 0000
0087, -001, 0000, 0000, 0000
0088, -001, 0000, 0000, 0000
0089, -001, 0000, 0000, 0000
0090, -001, 0000, 0000, 0000
0091, -001, 0000, 0000, 0000
0092, -001, 0000, 0000, 0000
0093, -001, 0000, 0000, 0000
0094, -001, 0000, 0000, 0000
0095, -001, 0000, 0000, 0000
0096, -001, 0000, 0000, 0000
0097, -001, 0000, 0000, 0000
0098, -001, 0000, 0000, 0000
0099, -001, 0000, 0000, 0000
0100, -001, 0000, 0000, 0000
0101, -001, 0000, 0000, 0000
0102, -001, 0000, 0000, 0000
0103, -001, 0000, 0000, 0000
0104, -001, 0000, 0000, 0000
0105, -001, 0000, 0000, 0000
0106, -001, 0000, 0000, 0000
0107, -001, 0000, 0000, 0000
0108, -001, 0000, 0000, 0000
0109, -001, 0000, 0000, 0000
0110, -001, 0000, 0000, 0000
0111, -001, 0000, 0000, 0000
0112, -001, 0000, 0000, 0000
0113, -001, 0000, 0000, 0000
0114, -001, 0000, 0000, 0000
0115, -001, 0000, 0000, 0000
0116, -001, 0000, 0000, 0000
0117, -001, 0000, 0000, 0000
0118, -001, 0000, 0000, 0000
0119, -001, 0000, 0000, 0000
0120, -001, 0000, 0000, 0000
0121, -001, 0000, 0000, 0000
0122, -001, 0000, 0000, 0000
0123, -001, 0000, 0000, 0000
0124, -001, 0000, 0000, 0000
0125, -001, 0000, 0000, 0000
0126, -001, 0000, 0000, 0000
0127, -001, 0000, 0000, 0000
0128, -001, 0000, 0000, 0000
0129, -001, 0000, 0000, 0000
0130, -001, 0000, 0000, 0000
0131, -001, 0000, 0000, 0000
0132, -001, 0000, 0000, 0000
0133, -001, 0000, 0000, 0000
0134, -001, 0000, 0000, 0000
0135, -001, 0000, 0000, 0000
0136, -001, 0000, 0000, 0000
0137, -001, 0000, 0000, 0000
0138, -001, 0000, 0000, 0000
0139, -001, 0000, 0000, 0000
0140, -001, 0000, 0000, 0000
0141, -001, 0000, 0000, 0000
0142, -001, 0000, 0000, 0000
0143, -001, 0000, 0000, 0000
0144, -001, 0000, 0000, 0000
0145, -001, 0000, 0000, 0000
0146, -001, 0000, 0000, 0000
0147, -001, 0000, 0000, 0000
0148, -001, 0000, 0000, 0000
0149, -001, 0000, 0000, 0000
0150, -001, 0000, 0000, 0000
0151, -001, 0000, 0000, 0000
0152, -001, 0000, 0000, 0000
0153, -001, 0000, 0000, 0000
0154, -001, 0000, 0000, 0000
0155, -001, 0000, 0000, 0000
0156, -001, 0000, 0000, 0000
0157, -003, -003, -003, -003
0158, 0000, 0000, 0026, 0132
0159, 0249, 0000, 0026, 0132
0160, 0265, 0000, 0026, 0132
0161, 0261, 0000, 0026, 0132
0162, 0245, 0000, 0026, 0132
0163, 0257, 0000, 0026, 0132
0164, 0284, 0000, 0026, 0132
0165, 0257, 0000, 0026, 0132
0166, 0254, 0000, 0026, 0132
0167, 0255, 0000, 0026, 0132
0168, 0257, 0000, 0026, 0132
0169, 0253, 0000, 0026, 0132
0170, 0256, 0000, 0026, 0132
0171, 0256, 0000, 0026, 0132
0172, 0258, 0000, 0026, 0132
0173, 0000, 0000, 0026, 0132
0174, 0000, 0000, 0026, 0132
0175, -002, -002, -002, -002
0176, -001, 0000, 0000, 0000
0177, -001, 0000, 0000, 0000
0178, -001, 0000, 0000, 0000
0179, -001, 0000, 0000, 0000
0180, -001, 0000, 0000, 0000
0181, -001, 0000, 0000, 0000
0182, -001, 0000, 0000, 0000
0183, -001, 0000, 0000, 0000
0184, -001, 0000, 0000, 0000
0185, -001, 0000, 0000, 0000
0186, -001, 0000, 0000, 0000
0187, -001, 0000, 0000, 0000
0188, -001, 0000, 0000, 0000
0189, -001, 0000, 0000, 0000
0190, -001, 0000, 0000, 0000
0191, -001, 0000, 0000, 0000
0192, -001, 0000, 0000, 0000
0193, -001, 0000, 0000, 0000
0194, -001, 0000, 0000, 0000
0195, -001, 0000, 0000, 0000
0196, -001, 0000, 0000, 0000
0197, -001, 0000, 0000, 0000
0198, -001, 0000, 0000, 0000
0199, -001, 0000, 0000, 0000
0200, -001, 0000, 0000, 0000
0201, -003, -003, -003, -003
0202, 0258, 0000, 0026, 0132
0203, 0261, 0000, 0026, 0132
0204, 0212, 0000, 0026, 0132
0205, 0252, 0000, 0026, 0132
0206, 0257, 0000, 0026, 0132
0207, 0267, 0000, 0026, 0132
0208, 0241, 0000, 0026, 0132
0209, 0264, 0000, 0026, 0132
0210, 0266, 0000, 0026, 0132
0211, 0258, 0000, 0026, 0132
0212, 0258, 0000, 0026, 0132
0213, 0256, 0000, 0026, 0132
0214, 0256, 0000, 0026, 0132
0215, 0249, 0000, 0026, 0132
0216, 0252, 0000, 0026, 0132
0217, 0258, 0000, 0026, 0132
0218, 0250, 0000, 0026, 0132
0219, 0276, 0000, 0026, 0132
0220, 0230, 0000, 0026, 0132
0221, 0256, 0000, 0026, 0132
0222, 0264, 0000, 0026, 0132
0223, 0271, 0000, 0026, 0132
0224, 0256, 0000, 0026, 0132
0225, 0260, 0000, 0026, 0132
0226, 0259, 0000, 0026, 0132
0227, 0261, 0000, 0026, 0132
0228, 0259, 0000, 0026, 0132
0229, 0257, 0000, 0026, 0132
0230, 0262, 0000, 0026, 0132
0231, 0257, 0000, 0026, 0132
0232, 0255, 0000, 0026, 0132
0233, 0259, 0000, 0026, 0132
0234, 0258, 0000, 0026, 0132
0235, 0259, 0000, 0026, 0132
0236, 0258, 0000, 0026, 0132
0237, 0000, 0000, 0026, 0132
0238, 0000, 0000, 0026, 0132
0239, 0000, 0000, 0026, 0132
0240, 0000, 0000, 0026, 0132
0241, 0000, 0000, 0026, 0132
0242, 0260, 0000, 0026, 0132
0243, 0256, 0000, 0026, 0132
0244, 0259, 0000, 0026, 0132
0245, 0000, 0000, 0026, 0132
0246, 0254, 0000, 0026, 0132
0247, 0257, 0000, 0026, 0132
0248, 0252, 0000, 0026, 0132
0249, 0000, 0000, 0026, 0132
0250, 0258, 0000, 0026, 0132
0251, 0262, 0000, 0026, 0132
0252, 0254, 0000, 0026, 0132
0253, 0253, 0000, 0026, 0132
0254, 0257, 0000, 0026, 0132
0255, 0250, 0000, 0026, 0132
0256, 0240, 0000, 0026, 0132
0257, 0258, 0000, 0026, 0132
0258, 0236, 0000, 0026, 0132
0259, 0273, 0000, 0026, 0132
0260, 0246, 0000, 0026, 0132
0261, 0290, 0000, 0026, 0132
0262, 0273, 0000, 0026, 0132
0263, 0264, 0000, 0026, 0132
0264, 0258, 0000, 0026, 0132
0265, 0287, 0000, 0026, 0132
0266, 0251, 0000, 0026, 0132
0267, 0248, 0000, 0026, 0132
0268, 0238, 0000, 0026, 0132
0269, 0252, 0000, 0026, 0132
0270, 0243, 0000, 0026, 0132
0271, 0255, 0000, 0026, 0132
0272, 0257, 0000, 0026, 0132
0273, 0260, 0000, 0026, 0132
0274, 0258, 0000, 0026, 0132
0275, 0000, 0000, 0026, 0132
0276, 0258, 0000, 0026, 0132
0277, 0260, 0000, 0026, 0132
0278, 0267, 0000, 0026, 0132
0279, 0255, 0000, 0026, 0132
0280, 0255, 0000, 0026, 0132
0281, 0260, 0000, 0026, 0132
0282, 0255, 0000, 0026, 0132
0283, 0261, 0000, 0026, 0132
0284, 0257, 0000, 0026, 0132
0285, 0258, 0000, 0026, 0132
0286, 0248, 0000, 0026, 0132
0287, 0253, 0000, 0026, 0132
0288, 0260, 0000, 0026, 0132
0289, 0256, 0000, 0026, 0132
0290, 0253, 0000, 0026, 0132
0291, 0249, 0000, 0026, 0132
0292, -001, 0000, 0000, 0000
0293, 0255, 0000, 0026, 0132
0294, 0257, 0000, 0026, 0132
0295, 0257, 0000, 0026, 0132
0296, 0255, 0000, 0026, 0132
0297, 0256, 0000, 0026, 0132
0298, 0000, 0000, 0026, 0132
0299, 0254, 0000, 0026, 0132
0300, 0257, 0000, 0026, 0132
0301, 0255, 0000, 0026, 0132
0302, 0253, 0000, 0026, 0132
0303, 0256, 0000, 0026, 0132
0304, 0253, 0000, 0026, 0132
0305, 0259, 0000, 0026, 0132
0306, 0259, 0000, 0026, 0132
0307, 0262, 0000, 0026, 0132
0308, 0260, 0000, 0026, 0132
0309, 0266, 0000, 0026, 0132
0310, 0248, 0000, 0026, 0132
0311, 0271, 0000, 0026, 0132
0312, 0257, 0000, 0026, 0132
0313, 0000, 0000, 0026, 0132
0314, 0000, 0000, 0026, 0132
0315, 0257, 0000, 0026, 0132
0316, 0245, 0000, 0026, 0132
0317, 0260, 0000, 0026, 0132
0318, 0242, 0000, 0026, 0132
0319, 0258, 0000, 0026, 0132
0320, 0248, 0000, 0026, 0132
0321, 0256, 0000, 0026, 0132
0322, 0256, 0000, 0026, 0132
0323, 0259, 0000, 0026, 0132
0324, 0253, 0000, 0026, 0132
0325, 0258, 0000, 0026, 0132
0326, 0256, 0000, 0026, 0132
0327, 0271, 0000, 0026, 0132
0328, 0251, 0000, 0026, 0132
0329, 0256, 0000, 0026, 0132
0330, 0253, 0000, 0026, 0132
0331, 0251, 0000, 0026, 0132
0332, 0255, 0000, 0026, 0132
0333, 0251, 0000, 0026, 0132
0334, 0254, 0000, 0026, 0132
0335, 0258, 0000, 0026, 0132
0336, 0245, 0000, 0026, 0132
0337, 0256, 0000, 0026, 0132
0338, 0250, 0000, 0026, 0132
0339, 0251, 0000, 0026, 0132
0340, 0251, 0000, 0026, 0132
0341, 0261, 0000, 0026, 0132
0342, 0256, 0000, 0026, 0132
0343, 0264, 0000, 0026, 0132
0344, 0256, 0000, 0026, 0132
0345, 0258, 0000, 0026, 0132
0346, 0268, 0000, 0026, 0132
0347, 0253, 0000, 0026, 0132
0348, 0259, 0000, 0026, 0132
0349, 0258, 0000, 0026, 0132
0350, 0257, 0000, 0026, 0132
0351, 0256, 0000, 0026, 0132
0352, 0256, 0000, 0026, 0132
0353, 0258, 0000, 0026, 0132
0354, 0257, 0000, 0026, 0132
0355, 0257, 0000, 0026, 0132
0356, 0000, 0000, 0026, 0132
0357, 0257, 0000, 0026, 0132
0358, 0257, 0000, 0026, 0132
0359, -002, -002, -002, -002
0360, -001, 0000, 0000, 0000
0361, -001, 0000, 0000, 0000
0362, -001, 0000, 0000, 0000
0363, -001, 0000, 0000, 0000
0364, -001, 0000, 0000, 0000
0365, -001, 0000, 0000, 0000
0366, -001, 0000, 0000, 0000
0367, -001, 0000, 0000, 0000
0368, -001, 0000, 0000, 0000
0369, -001, 0000, 0000, 0000
0370, -001, 0000, 0000, 0000
0371, -001, 0000, 0000, 0000
0372, -001, 0000, 0000, 0000
0373, -001, 0000, 0000, 0000
0374, -001, 0000, 0000, 0000
0375, -001, 0000, 0000, 0000
