序号, 活动量,光强 ,温度 ,声音强度
0001, -001, 0000, 0000, 0000
0002, -001, 0000, 0000, 0000
0003, -001, 0000, 0000, 0000
0004, -001, 0000, 0000, 0000
0005, -001, 0000, 0000, 0000
0006, -001, 0000, 0000, 0000
0007, -001, 0000, 0000, 0000
0008, -001, 0000, 0000, 0000
0009, -001, 0000, 0000, 0000
0010, -001, 0000, 0000, 0000
0011, -001, 0000, 0000, 0000
0012, -001, 0000, 0000, 0000
0013, -001, 0000, 0000, 0000
0014, -001, 0000, 0000, 0000
0015, -001, 0000, 0000, 0000
0016, -001, 0000, 0000, 0000
0017, -001, 0000, 0000, 0000
0018, -001, 0000, 0000, 0000
0019, -001, 0000, 0000, 0000
0020, -001, 0000, 0000, 0000
0021, -001, 0000, 0000, 0000
0022, -001, 0000, 0000, 0000
0023, -001, 0000, 0000, 0000
0024, -001, 0000, 0000, 0000
0025, -001, 0000, 0000, 0000
0026, -001, 0000, 0000, 0000
0027, -001, 0000, 0000, 0000
0028, -001, 0000, 0000, 0000
0029, -001, 0000, 0000, 0000
0030, -001, 0000, 0000, 0000
0031, -001, 0000, 0000, 0000
0032, -001, 0000, 0000, 0000
0033, -001, 0000, 0000, 0000
0034, -001, 0000, 0000, 0000
0035, -001, 0000, 0000, 0000
0036, -001, 0000, 0000, 0000
0037, -001, 0000, 0000, 0000
0038, -001, 0000, 0000, 0000
0039, -001, 0000, 0000, 0000
0040, -001, 0000, 0000, 0000
0041, -001, 0000, 0000, 0000
0042, -001, 0000, 0000, 0000
0043, -001, 0000, 0000, 0000
0044, -001, 0000, 0000, 0000
0045, -001, 0000, 0000, 0000
0046, -001, 0000, 0000, 0000
0047, -001, 0000, 0000, 0000
0048, -001, 0000, 0000, 0000
0049, -001, 0000, 0000, 0000
0050, -001, 0000, 0000, 0000
0051, -001, 0000, 0000, 0000
0052, -001, 0000, 0000, 0000
0053, -001, 0000, 0000, 0000
0054, -001, 0000, 0000, 0000
0055, -001, 0000, 0000, 0000
0056, -001, 0000, 0000, 0000
0057, -001, 0000, 0000, 0000
0058, -001, 0000, 0000, 0000
0059, -001, 0000, 0000, 0000
0060, -001, 0000, 0000, 0000
0061, -001, 0000, 0000, 0000
0062, -001, 0000, 0000, 0000
0063, -001, 0000, 0000, 0000
0064, -001, 0000, 0000, 0000
0065, -003, -003, -003, -003
0066, 0000, 0000, 0026, 0075
0067, 0323, 0000, 0026, 0063
0068, 0293, 0000, 0026, 0063
0069, 0283, 0000, 0026, 0077
0070, 0281, 0000, 0026, 0077
0071, 0268, 0000, 0026, 0066
0072, 0222, 0000, 0026, 0066
0073, 0316, 0000, 0026, 0043
0074, 0302, 0000, 0026, 0043
0075, 0251, 0000, 0026, 0056
0076, 0293, 0000, 0026, 0056
0077, 0260, 0000, 0026, 0071
0078, 0267, 0000, 0026, 0071
0079, 0316, 0000, 0026, 0076
0080, 0250, 0000, 0026, 0076
0081, 0207, 0000, 0026, 0075
0082, 0241, 0000, 0026, 0075
0083, 0172, 0000, 0026, 0071
0084, 0253, 0000, 0026, 0071
0085, 0222, 0000, 0026, 0045
0086, 0241, 0000, 0026, 0045
0087, 0245, 0000, 0026, 0080
0088, 0245, 0000, 0026, 0080
0089, 0238, 0000, 0026, 0058
0090, 0282, 0000, 0026, 0058
0091, 0265, 0000, 0026, 0071
0092, 0282, 0000, 0026, 0071
0093, 0318, 0000, 0026, 0070
0094, 0256, 0000, 0026, 0070
0095, 0203, 0000, 0026, 0063
0096, 0319, 0000, 0026, 0063
0097, 0270, 0000, 0026, 0062
