序号, 活动量,光强 ,温度 ,声音强度
0099, -001, 0000, 0000, 0000
0100, -001, 0000, 0000, 0000
0101, -001, 0000, 0000, 0000
0102, -001, 0000, 0000, 0000
0103, -001, 0000, 0000, 0000
0104, -001, 0000, 0000, 0000
0105, -001, 0000, 0000, 0000
0106, -001, 0000, 0000, 0000
0107, -001, 0000, 0000, 0000
0108, -001, 0000, 0000, 0000
0109, -001, 0000, 0000, 0000
0110, -001, 0000, 0000, 0000
0111, -001, 0000, 0000, 0000
0112, -001, 0000, 0000, 0000
0113, -001, 0000, 0000, 0000
0114, -001, 0000, 0000, 0000
0115, -001, 0000, 0000, 0000
0116, -001, 0000, 0000, 0000
0117, -001, 0000, 0000, 0000
0118, -001, 0000, 0000, 0000
0119, -001, 0000, 0000, 0000
0120, -001, 0000, 0000, 0000
0121, -001, 0000, 0000, 0000
0122, -001, 0000, 0000, 0000
0123, -001, 0000, 0000, 0000
0124, -001, 0000, 0000, 0000
0125, -001, 0000, 0000, 0000
0126, -001, 0000, 0000, 0000
0127, -001, 0000, 0000, 0000
0128, -001, 0000, 0000, 0000
0129, -001, 0000, 0000, 0000
0130, -001, 0000, 0000, 0000
0131, -001, 0000, 0000, 0000
0132, -001, 0000, 0000, 0000
0133, -001, 0000, 0000, 0000
0134, -001, 0000, 0000, 0000
0135, -001, 0000, 0000, 0000
0136, -001, 0000, 0000, 0000
0137, -001, 0000, 0000, 0000
0138, -001, 0000, 0000, 0000
0139, -001, 0000, 0000, 0000
0140, -001, 0000, 0000, 0000
0141, -001, 0000, 0000, 0000
0142, -001, 0000, 0000, 0000
0143, -001, 0000, 0000, 0000
0144, -001, 0000, 0000, 0000
0145, -001, 0000, 0000, 0000
0146, -001, 0000, 0000, 0000
0147, -001, 0000, 0000, 0000
0148, -001, 0000, 0000, 0000
0149, -001, 0000, 0000, 0000
0150, -001, 0000, 0000, 0000
0151, -001, 0000, 0000, 0000
0152, -001, 0000, 0000, 0000
0153, -001, 0000, 0000, 0000
0154, -001, 0000, 0000, 0000
0155, -001, 0000, 0000, 0000
0156, -001, 0000, 0000, 0000
0157, -001, 0000, 0000, 0000
0158, -001, 0000, 0000, 0000
0159, -001, 0000, 0000, 0000
0160, -001, 0000, 0000, 0000
0161, -001, 0000, 0000, 0000
0162, -001, 0000, 0000, 0000
0163, -001, 0000, 0000, 0000
0164, -001, 0000, 0000, 0000
0165, -001, 0000, 0000, 0000
0166, -001, 0000, 0000, 0000
0167, -001, 0000, 0000, 0000
0168, -001, 0000, 0000, 0000
0169, -001, 0000, 0000, 0000
0170, -001, 0000, 0000, 0000
0171, -001, 0000, 0000, 0000
0172, -001, 0000, 0000, 0000
0173, -001, 0000, 0000, 0000
0174, -001, 0000, 0000, 0000
0175, -001, 0000, 0000, 0000
0176, -001, 0000, 0000, 0000
0177, -001, 0000, 0000, 0000
0178, -001, 0000, 0000, 0000
0179, -001, 0000, 0000, 0000
0180, -001, 0000, 0000, 0000
0181, -001, 0000, 0000, 0000
0182, -001, 0000, 0000, 0000
0183, -001, 0000, 0000, 0000
0184, -001, 0000, 0000, 0000
0185, -001, 0000, 0000, 0000
0186, -001, 0000, 0000, 0000
0187, -001, 0000, 0000, 0000
0188, -001, 0000, 0000, 0000
0189, -001, 0000, 0000, 0000
0190, -001, 0000, 0000, 0000
0191, -001, 0000, 0000, 0000
0192, -001, 0000, 0000, 0000
0193, -001, 0000, 0000, 0000
0194, -001, 0000, 0000, 0000
0195, -001, 0000, 0000, 0000
0196, -001, 0000, 0000, 0000
0197, -001, 0000, 0000, 0000
0198, -001, 0000, 0000, 0000
0199, -001, 0000, 0000, 0000
0200, -001, 0000, 0000, 0000
0201, -001, 0000, 0000, 0000
0202, -001, 0000, 0000, 0000
0203, -001, 0000, 0000, 0000
0204, -001, 0000, 0000, 0000
0205, -001, 0000, 0000, 0000
0206, -001, 0000, 0000, 0000
0207, -001, 0000, 0000, 0000
0208, -001, 0000, 0000, 0000
0209, -001, 0000, 0000, 0000
0210, -001, 0000, 0000, 0000
0211, -001, 0000, 0000, 0000
0212, -001, 0000, 0000, 0000
0213, -001, 0000, 0000, 0000
0214, -001, 0000, 0000, 0000
0215, -001, 0000, 0000, 0000
0216, -001, 0000, 0000, 0000
0217, -001, 0000, 0000, 0000
0218, -001, 0000, 0000, 0000
0219, -001, 0000, 0000, 0000
0220, -001, 0000, 0000, 0000
0221, -001, 0000, 0000, 0000
0222, -001, 0000, 0000, 0000
0223, -001, 0000, 0000, 0000
0224, -001, 0000, 0000, 0000
0225, -001, 0000, 0000, 0000
0226, -001, 0000, 0000, 0000
0227, -001, 0000, 0000, 0000
0228, -001, 0000, 0000, 0000
0229, -001, 0000, 0000, 0000
0230, -001, 0000, 0000, 0000
0231, -001, 0000, 0000, 0000
0232, -001, 0000, 0000, 0000
0233, -001, 0000, 0000, 0000
0234, -001, 0000, 0000, 0000
0235, -001, 0000, 0000, 0000
0236, -001, 0000, 0000, 0000
0237, -001, 0000, 0000, 0000
0238, -001, 0000, 0000, 0000
0239, -001, 0000, 0000, 0000
0240, -001, 0000, 0000, 0000
0241, -001, 0000, 0000, 0000
0242, -001, 0000, 0000, 0000
0243, -001, 0000, 0000, 0000
0244, -001, 0000, 0000, 0000
0245, -001, 0000, 0000, 0000
0246, -001, 0000, 0000, 0000
0247, -001, 0000, 0000, 0000
0248, -001, 0000, 0000, 0000
0249, -001, 0000, 0000, 0000
0250, -001, 0000, 0000, 0000
0251, -001, 0000, 0000, 0000
0252, -001, 0000, 0000, 0000
0253, -001, 0000, 0000, 0000
0254, -001, 0000, 0000, 0000
0255, -001, 0000, 0000, 0000
0256, -001, 0000, 0000, 0000
0257, -001, 0000, 0000, 0000
0258, -001, 0000, 0000, 0000
0259, -001, 0000, 0000, 0000
0260, -001, 0000, 0000, 0000
0261, -001, 0000, 0000, 0000
0262, -003, -003, -003, -003
0263, 0000, 0000, 0026, 0065
0264, 0221, 0000, 0026, 0066
0265, 0199, 0000, 0026, 0066
0266, 0248, 0000, 0026, 0066
0267, 0234, 0000, 0026, 0066
0268, 0253, 0000, 0026, 0067
0269, 0264, 0000, 0026, 0067
0270, 0278, 0000, 0026, 0067
0271, 0234, 0000, 0026, 0067
0272, 0245, 0000, 0026, 0068
0273, 0252, 0000, 0026, 0068
0274, 0251, 0000, 0026, 0064
0275, 0258, 0000, 0026, 0064
0276, 0261, 0000, 0026, 0066
0277, 0240, 0000, 0026, 0066
0278, 0256, 0000, 0026, 0066
0279, 0268, 0000, 0026, 0066
0280, 0263, 0000, 0026, 0067
0281, 0247, 0000, 0026, 0067
0282, 0277, 0000, 0026, 0065
0283, 0203, 0000, 0026, 0065
0284, 0259, 0000, 0026, 0067
0285, 0251, 0000, 0026, 0067
0286, 0248, 0000, 0026, 0067
0287, 0000, 0000, 0026, 0067
0288, 0000, 0000, 0026, 0067
0289, -002, -002, -002, -002
0290, -001, 0000, 0000, 0000
0291, -001, 0000, 0000, 0000
0292, -001, 0000, 0000, 0000
0293, -001, 0000, 0000, 0000
0294, -001, 0000, 0000, 0000
0295, -001, 0000, 0000, 0000
0296, -001, 0000, 0000, 0000
0297, -001, 0000, 0000, 0000
0298, -001, 0000, 0000, 0000
0299, -001, 0000, 0000, 0000
0300, -001, 0000, 0000, 0000
0301, -001, 0000, 0000, 0000
0302, -001, 0000, 0000, 0000
0303, -001, 0000, 0000, 0000
0304, -001, 0000, 0000, 0000
0305, -001, 0000, 0000, 0000
0306, -001, 0000, 0000, 0000
0307, -001, 0000, 0000, 0000
0308, -001, 0000, 0000, 0000
0309, -001, 0000, 0000, 0000
0310, -001, 0000, 0000, 0000
0311, -001, 0000, 0000, 0000
0312, -001, 0000, 0000, 0000
0313, -001, 0000, 0000, 0000
0314, -001, 0000, 0000, 0000
0315, -001, 0000, 0000, 0000
0316, -001, 0000, 0000, 0000
0317, -001, 0000, 0000, 0000
0318, -001, 0000, 0000, 0000
0319, -001, 0000, 0000, 0000
0320, -001, 0000, 0000, 0000
0321, -001, 0000, 0000, 0000
0322, -001, 0000, 0000, 0000
0323, -001, 0000, 0000, 0000
0324, -001, 0000, 0000, 0000
0325, -001, 0000, 0000, 0000
0326, -001, 0000, 0000, 0000
0327, -001, 0000, 0000, 0000
0328, -001, 0000, 0000, 0000
0329, -001, 0000, 0000, 0000
0330, -001, 0000, 0000, 0000
0331, -001, 0000, 0000, 0000
0332, -001, 0000, 0000, 0000
0333, -001, 0000, 0000, 0000
0334, -001, 0000, 0000, 0000
0335, -001, 0000, 0000, 0000
0336, -001, 0000, 0000, 0000
0337, -001, 0000, 0000, 0000
0338, -001, 0000, 0000, 0000
0339, -001, 0000, 0000, 0000
0340, -001, 0000, 0000, 0000
0341, -001, 0000, 0000, 0000
0342, -001, 0000, 0000, 0000
0343, -001, 0000, 0000, 0000
0344, -001, 0000, 0000, 0000
0345, -001, 0000, 0000, 0000
0346, -001, 0000, 0000, 0000
0347, -001, 0000, 0000, 0000
0348, -001, 0000, 0000, 0000
0349, -001, 0000, 0000, 0000
0350, -001, 0000, 0000, 0000
0351, -001, 0000, 0000, 0000
0352, -001, 0000, 0000, 0000
0353, -001, 0000, 0000, 0000
0354, -001, 0000, 0000, 0000
0355, -001, 0000, 0000, 0000
0356, -001, 0000, 0000, 0000
0357, -001, 0000, 0000, 0000
0358, -001, 0000, 0000, 0000
0359, -001, 0000, 0000, 0000
0360, -001, 0000, 0000, 0000
0361, -001, 0000, 0000, 0000
0362, -001, 0000, 0000, 0000
0363, -001, 0000, 0000, 0000
0364, -001, 0000, 0000, 0000
0365, -001, 0000, 0000, 0000
0366, -001, 0000, 0000, 0000
0367, -001, 0000, 0000, 0000
0368, -001, 0000, 0000, 0000
0369, -001, 0000, 0000, 0000
0370, -001, 0000, 0000, 0000
0371, -001, 0000, 0000, 0000
0372, -001, 0000, 0000, 0000
0373, -001, 0000, 0000, 0000
0374, -001, 0000, 0000, 0000
0375, -001, 0000, 0000, 0000
0376, -001, 0000, 0000, 0000
0377, -001, 0000, 0000, 0000
0378, -001, 0000, 0000, 0000
0379, -001, 0000, 0000, 0000
0380, -001, 0000, 0000, 0000
0381, -001, 0000, 0000, 0000
0382, -001, 0000, 0000, 0000
0383, -001, 0000, 0000, 0000
0384, -001, 0000, 0000, 0000
0385, -001, 0000, 0000, 0000
0386, -001, 0000, 0000, 0000
0387, -001, 0000, 0000, 0000
0388, -001, 0000, 0000, 0000
0389, -001, 0000, 0000, 0000
0390, -001, 0000, 0000, 0000
0391, -001, 0000, 0000, 0000
0392, -001, 0000, 0000, 0000
0393, -001, 0000, 0000, 0000
0394, -001, 0000, 0000, 0000
0395, -001, 0000, 0000, 0000
0396, -001, 0000, 0000, 0000
0397, -001, 0000, 0000, 0000
0398, -001, 0000, 0000, 0000
0399, -001, 0000, 0000, 0000
0400, -001, 0000, 0000, 0000
0401, -001, 0000, 0000, 0000
0402, -001, 0000, 0000, 0000
0403, -001, 0000, 0000, 0000
0404, -001, 0000, 0000, 0000
0405, -001, 0000, 0000, 0000
0406, -001, 0000, 0000, 0000
0407, -001, 0000, 0000, 0000
0408, -001, 0000, 0000, 0000
0409, -001, 0000, 0000, 0000
0410, -001, 0000, 0000, 0000
0411, -001, 0000, 0000, 0000
0412, -001, 0000, 0000, 0000
0413, -001, 0000, 0000, 0000
0414, -001, 0000, 0000, 0000
0415, -001, 0000, 0000, 0000
0416, -001, 0000, 0000, 0000
0417, -001, 0000, 0000, 0000
0418, -001, 0000, 0000, 0000
0419, -001, 0000, 0000, 0000
0420, -001, 0000, 0000, 0000
0421, -001, 0000, 0000, 0000
0422, -001, 0000, 0000, 0000
0423, -001, 0000, 0000, 0000
0424, -001, 0000, 0000, 0000
0425, -001, 0000, 0000, 0000
0426, -001, 0000, 0000, 0000
0427, -001, 0000, 0000, 0000
0428, -001, 0000, 0000, 0000
0429, -001, 0000, 0000, 0000
0430, -001, 0000, 0000, 0000
0431, -001, 0000, 0000, 0000
0432, -001, 0000, 0000, 0000
0433, -001, 0000, 0000, 0000
0434, -001, 0000, 0000, 0000
0435, -001, 0000, 0000, 0000
0436, -001, 0000, 0000, 0000
0437, -001, 0000, 0000, 0000
0438, -001, 0000, 0000, 0000
0439, -001, 0000, 0000, 0000
0440, -001, 0000, 0000, 0000
0441, -001, 0000, 0000, 0000
0442, -001, 0000, 0000, 0000
0443, -001, 0000, 0000, 0000
0444, -001, 0000, 0000, 0000
0445, -001, 0000, 0000, 0000
0446, -001, 0000, 0000, 0000
0447, -001, 0000, 0000, 0000
0448, -001, 0000, 0000, 0000
0449, -001, 0000, 0000, 0000
0450, -001, 0000, 0000, 0000
0451, -001, 0000, 0000, 0000
0452, -001, 0000, 0000, 0000
0453, -001, 0000, 0000, 0000
0454, -001, 0000, 0000, 0000
0455, -001, 0000, 0000, 0000
0456, -001, 0000, 0000, 0000
0457, -001, 0000, 0000, 0000
0458, -001, 0000, 0000, 0000
0459, -001, 0000, 0000, 0000
0460, -001, 0000, 0000, 0000
0461, -001, 0000, 0000, 0000
0462, -001, 0000, 0000, 0000
0463, -001, 0000, 0000, 0000
0464, -001, 0000, 0000, 0000
0465, -001, 0000, 0000, 0000
0466, -001, 0000, 0000, 0000
0467, -001, 0000, 0000, 0000
0468, -001, 0000, 0000, 0000
0469, -001, 0000, 0000, 0000
0470, -001, 0000, 0000, 0000
0471, -001, 0000, 0000, 0000
0472, -001, 0000, 0000, 0000
0473, -001, 0000, 0000, 0000
0474, -001, 0000, 0000, 0000
0475, -001, 0000, 0000, 0000
0476, -001, 0000, 0000, 0000
0477, -001, 0000, 0000, 0000
0478, -001, 0000, 0000, 0000
0479, -001, 0000, 0000, 0000
0480, -001, 0000, 0000, 0000
0481, -001, 0000, 0000, 0000
0482, -001, 0000, 0000, 0000
0483, -001, 0000, 0000, 0000
0484, -001, 0000, 0000, 0000
0485, -001, 0000, 0000, 0000
0486, -001, 0000, 0000, 0000
0487, -001, 0000, 0000, 0000
0488, -001, 0000, 0000, 0000
0489, -001, 0000, 0000, 0000
0490, -001, 0000, 0000, 0000
0491, -001, 0000, 0000, 0000
0492, -001, 0000, 0000, 0000
0493, -001, 0000, 0000, 0000
0494, -001, 0000, 0000, 0000
0495, -001, 0000, 0000, 0000
0496, -001, 0000, 0000, 0000
0497, -001, 0000, 0000, 0000
0498, -001, 0000, 0000, 0000
0499, -001, 0000, 0000, 0000
0500, -001, 0000, 0000, 0000
0501, -003, -003, -003, -003
0502, 0205, 0000, 0026, 0067
0503, 0299, 0000, 0026, 0067
0504, 0260, 0000, 0026, 0067
0505, 0259, 0000, 0026, 0066
0506, 0256, 0000, 0026, 0066
0507, 0256, 0000, 0026, 0067
0508, 0259, 0000, 0026, 0067
0509, 0260, 0000, 0026, 0066
0510, 0264, 0000, 0026, 0066
0511, 0240, 0000, 0026, 0065
0512, 0236, 0000, 0026, 0065
0513, 0248, 0000, 0026, 0065
0514, 0261, 0000, 0026, 0065
0515, 0254, 0000, 0026, 0064
0516, 0256, 0000, 0026, 0064
0517, 0266, 0000, 0026, 0068
0518, 0252, 0000, 0026, 0068
0519, 0256, 0000, 0026, 0067
0520, 0257, 0000, 0026, 0067
0521, 0000, 0000, 0026, 0066
0522, 0223, 0000, 0026, 0066
0523, 0257, 0000, 0026, 0067
0524, 0275, 0000, 0026, 0067
0525, 0261, 0000, 0026, 0066
0526, 0251, 0000, 0026, 0066
0527, 0258, 0000, 0026, 0067
0528, 0253, 0000, 0026, 0067
0529, 0000, 0000, 0026, 0067
0530, 0000, 0000, 0026, 0067
0531, 0256, 0000, 0026, 0066
0532, 0273, 0000, 0026, 0066
0533, 0289, 0000, 0026, 0063
0534, 0250, 0000, 0026, 0063
0535, 0256, 0000, 0026, 0067
0536, 0250, 0000, 0026, 0067
0537, 0253, 0000, 0026, 0067
0538, 0239, 0000, 0026, 0067
0539, 0233, 0000, 0026, 0067
0540, 0258, 0000, 0026, 0067
0541, 0257, 0000, 0026, 0067
0542, 0254, 0000, 0026, 0067
0543, 0253, 0000, 0026, 0066
0544, 0250, 0000, 0026, 0066
0545, 0243, 0000, 0026, 0067
0546, 0256, 0000, 0026, 0067
0547, 0256, 0000, 0026, 0067
0548, 0252, 0000, 0026, 0067
0549, 0257, 0000, 0026, 0066
0550, 0000, 0000, 0026, 0066
0551, 0247, 0000, 0026, 0066
0552, 0255, 0000, 0026, 0066
0553, 0251, 0000, 0026, 0065
0554, 0247, 0000, 0026, 0065
0555, 0244, 0000, 0026, 0068
0556, 0259, 0000, 0026, 0068
0557, 0241, 0000, 0026, 0064
0558, 0251, 0000, 0026, 0064
0559, 0257, 0000, 0026, 0065
0560, 0254, 0000, 0026, 0065
0561, 0256, 0000, 0026, 0067
0562, 0000, 0000, 0026, 0067
0563, 0000, 0000, 0026, 0067
0564, 0255, 0000, 0026, 0067
0565, 0000, 0000, 0026, 0067
0566, 0253, 0000, 0026, 0067
0567, 0000, 0000, 0026, 0067
0568, 0000, 0000, 0026, 0067
0569, 0255, 0000, 0026, 0067
0570, 0256, 0000, 0026, 0067
0571, 0257, 0000, 0026, 0067
0572, 0259, 0000, 0026, 0067
0573, 0246, 0000, 0026, 0065
0574, 0269, 0000, 0026, 0065
0575, 0266, 0000, 0026, 0066
0576, 0237, 0000, 0026, 0066
0577, 0262, 0000, 0026, 0067
0578, 0249, 0000, 0026, 0067
0579, 0256, 0000, 0026, 0067
0580, 0266, 0000, 0026, 0067
0581, 0233, 0000, 0026, 0066
0582, 0255, 0000, 0026, 0066
0583, 0242, 0000, 0026, 0067
0584, 0275, 0000, 0026, 0067
0585, 0257, 0000, 0026, 0066
0586, 0291, 0000, 0026, 0066
0587, 0278, 0000, 0026, 0069
0588, 0243, 0000, 0026, 0069
0589, 0253, 0000, 0026, 0068
0590, 0263, 0000, 0026, 0068
0591, 0257, 0000, 0026, 0065
0592, 0255, 0000, 0026, 0065
0593, 0255, 0000, 0026, 0067
0594, 0000, 0000, 0026, 0067
0595, 0256, 0000, 0026, 0065
0596, 0257, 0000, 0026, 0065
0597, 0000, 0000, 0026, 0066
0598, 0000, 0000, 0026, 0066
0599, 0000, 0000, 0026, 0067
0600, -002, -002, -002, -002
0601, -001, 0000, 0000, 0000
0602, -001, 0000, 0000, 0000
0603, -001, 0000, 0000, 0000
0604, -001, 0000, 0000, 0000
0605, -001, 0000, 0000, 0000
0606, -001, 0000, 0000, 0000
0607, -001, 0000, 0000, 0000
0608, -001, 0000, 0000, 0000
0609, -001, 0000, 0000, 0000
0610, -001, 0000, 0000, 0000
0611, -001, 0000, 0000, 0000
0612, -001, 0000, 0000, 0000
0613, -001, 0000, 0000, 0000
0614, -001, 0000, 0000, 0000
0615, -001, 0000, 0000, 0000
0616, -001, 0000, 0000, 0000
0617, -001, 0000, 0000, 0000
0618, -001, 0000, 0000, 0000
0619, -001, 0000, 0000, 0000
0620, -001, 0000, 0000, 0000
0621, -001, 0000, 0000, 0000
0622, -001, 0000, 0000, 0000
0623, -001, 0000, 0000, 0000
0624, -001, 0000, 0000, 0000
0625, -001, 0000, 0000, 0000
0626, -001, 0000, 0000, 0000
0627, -001, 0000, 0000, 0000
0628, -001, 0000, 0000, 0000
0629, -001, 0000, 0000, 0000
0630, -001, 0000, 0000, 0000
0631, -001, 0000, 0000, 0000
0632, -001, 0000, 0000, 0000
0633, -001, 0000, 0000, 0000
0634, -003, -003, -003, -003
0635, 0000, 0000, 0026, 0067
0636, 0222, 0000, 0026, 0065
0637, 0241, 0000, 0026, 0065
0638, 0250, 0000, 0026, 0067
0639, 0246, 0000, 0026, 0067
0640, 0253, 0000, 0026, 0068
0641, 0247, 0000, 0026, 0068
0642, 0250, 0000, 0026, 0066
0643, 0248, 0000, 0026, 0066
0644, 0249, 0000, 0026, 0066
0645, 0000, 0000, 0026, 0066
0646, 0255, 0000, 0026, 0066
0647, 0241, 0000, 0026, 0066
0648, 0228, 0000, 0026, 0067
0649, 0250, 0000, 0026, 0067
0650, 0238, 0000, 0026, 0066
0651, 0249, 0000, 0026, 0066
0652, 0000, 0000, 0026, 0066
0653, 0000, 0000, 0026, 0066
0654, -002, -002, -002, -002
0655, -001, 0000, 0000, 0000
0656, -001, 0000, 0000, 0000
0657, -001, 0000, 0000, 0000
0658, -001, 0000, 0000, 0000
0659, -001, 0000, 0000, 0000
0660, -001, 0000, 0000, 0000
0661, -001, 0000, 0000, 0000
0662, -001, 0000, 0000, 0000
0663, -001, 0000, 0000, 0000
0664, -001, 0000, 0000, 0000
0665, -001, 0000, 0000, 0000
0666, -001, 0000, 0000, 0000
0667, -001, 0000, 0000, 0000
0668, -001, 0000, 0000, 0000
0669, -001, 0000, 0000, 0000
0670, -001, 0000, 0000, 0000
0671, -001, 0000, 0000, 0000
0672, -001, 0000, 0000, 0000
0673, -001, 0000, 0000, 0000
0674, -001, 0000, 0000, 0000
0675, -001, 0000, 0000, 0000
0676, -001, 0000, 0000, 0000
0677, -001, 0000, 0000, 0000
0678, -001, 0000, 0000, 0000
0679, -001, 0000, 0000, 0000
0680, -001, 0000, 0000, 0000
0681, -001, 0000, 0000, 0000
0682, -001, 0000, 0000, 0000
0683, -001, 0000, 0000, 0000
0684, -001, 0000, 0000, 0000
0685, -001, 0000, 0000, 0000
0686, -001, 0000, 0000, 0000
0687, -001, 0000, 0000, 0000
0688, -001, 0000, 0000, 0000
0689, -001, 0000, 0000, 0000
0690, -001, 0000, 0000, 0000
0691, -001, 0000, 0000, 0000
0692, -001, 0000, 0000, 0000
0693, -001, 0000, 0000, 0000
0694, -001, 0000, 0000, 0000
0695, -001, 0000, 0000, 0000
0696, -001, 0000, 0000, 0000
0697, -001, 0000, 0000, 0000
0698, -001, 0000, 0000, 0000
0699, -001, 0000, 0000, 0000
0700, -001, 0000, 0000, 0000
0701, -001, 0000, 0000, 0000
0702, -001, 0000, 0000, 0000
0703, -001, 0000, 0000, 0000
0704, -001, 0000, 0000, 0000
0705, -001, 0000, 0000, 0000
0706, -001, 0000, 0000, 0000
0707, -001, 0000, 0000, 0000
0708, -001, 0000, 0000, 0000
0709, -001, 0000, 0000, 0000
0710, -001, 0000, 0000, 0000
0711, -001, 0000, 0000, 0000
0712, -001, 0000, 0000, 0000
0713, -001, 0000, 0000, 0000
0714, -001, 0000, 0000, 0000
0715, -001, 0000, 0000, 0000
0716, -001, 0000, 0000, 0000
0717, -001, 0000, 0000, 0000
0718, -001, 0000, 0000, 0000
0719, -001, 0000, 0000, 0000
0720, -001, 0000, 0000, 0000
0721, -001, 0000, 0000, 0000
0722, -001, 0000, 0000, 0000
0723, -003, -003, -003, -003
0724, 0000, 0000, 0026, 0079
0725, 0230, 0000, 0026, 0061
0726, 0246, 0000, 0026, 0061
0727, 0232, 0000, 0026, 0085
0728, 0250, 0000, 0026, 0085
0729, 0249, 0000, 0026, 0075
0730, 0257, 0000, 0026, 0075
0731, 0245, 0000, 0026, 0036
0732, 0235, 0000, 0026, 0036
0733, 0250, 0000, 0026, 0077
0734, 0250, 0000, 0026, 0077
0735, 0242, 0000, 0026, 0081
0736, 0259, 0000, 0026, 0081
0737, 0261, 0000, 0026, 0057
0738, 0240, 0000, 0026, 0057
0739, 0259, 0000, 0026, 0087
0740, 0250, 0000, 0026, 0087
0741, 0254, 0000, 0026, 0073
0742, 0238, 0000, 0026, 0073
0743, 0253, 0000, 0026, 0105
0744, 0245, 0000, 0026, 0105
0745, 0240, 0000, 0026, 0121
0746, 0000, 0000, 0026, 0121
0747, 0000, 0000, 0026, 0090
0748, 0230, 0000, 0026, 0090
0749, 0274, 0000, 0026, 0057
0750, 0244, 0000, 0026, 0057
0751, 0000, 0000, 0026, 0034
0752, 0254, 0000, 0026, 0034
0753, 0252, 0000, 0026, 0075
0754, 0251, 0000, 0026, 0075
0755, 0246, 0000, 0026, 0052
0756, 0253, 0000, 0026, 0052
0757, 0241, 0000, 0026, 0043
0758, 0256, 0000, 0026, 0043
0759, 0235, 0000, 0026, 0050
0760, 0258, 0000, 0026, 0050
0761, 0266, 0000, 0026, 0042
0762, 0251, 0000, 0026, 0042
0763, 0000, 0000, 0026, 0096
0764, 0252, 0000, 0026, 0096
0765, 0000, 0000, 0026, 0061
0766, 0000, 0000, 0026, 0061
0767, 0000, 0000, 0026, 0039
0768, 0248, 0000, 0026, 0039
0769, 0000, 0000, 0026, 0091
0770, 0251, 0000, 0026, 0091
