序号, 活动量,光强 ,温度 ,声音强度
0001, 0363, 0000, 0026, 0065
0002, 0341, 0000, 0026, 0082
0003, 0322, 0000, 0026, 0082
0004, 0300, 0000, 0026, 0051
0005, 0268, 0000, 0026, 0051
0006, 0288, 0000, 0026, 0075
0007, 0251, 0000, 0026, 0075
0008, 0252, 0000, 0026, 0067
0009, 0325, 0000, 0026, 0067
0010, 0333, 0000, 0026, 0069
0011, 0222, 0000, 0026, 0069
0012, 0212, 0000, 0026, 0075
0013, 0195, 0000, 0026, 0075
0014, 0330, 0000, 0026, 0073
0015, 0307, 0000, 0026, 0073
0016, 0328, 0000, 0026, 0091
0017, 0350, 0000, 0026, 0091
0018, 0323, 0000, 0026, 0090
0019, 0389, 0000, 0026, 0090
0020, 0324, 0000, 0026, 0051
0021, 0246, 0000, 0026, 0051
0022, 0278, 0000, 0026, 0066
0023, -003, -003, -003, -003
0024, 0000, 0000, 0026, 0071
0025, 0243, 0000, 0026, 0052
0026, 0260, 0000, 0026, 0052
0027, 0247, 0000, 0026, 0067
0028, 0257, 0000, 0026, 0067
0029, 0236, 0000, 0026, 0064
0030, 0277, 0000, 0026, 0064
0031, 0260, 0000, 0026, 0065
0032, 0259, 0000, 0026, 0065
0033, 0256, 0000, 0026, 0066
0034, 0256, 0000, 0026, 0066
0035, 0256, 0000, 0026, 0069
0036, 0257, 0000, 0026, 0069
0037, 0252, 0000, 0026, 0074
0038, 0262, 0000, 0026, 0074
0039, 0294, 0000, 0026, 0072
0040, 0240, 0000, 0026, 0072
0041, 0255, 0000, 0026, 0071
0042, 0235, 0000, 0026, 0071
0043, 0249, 0000, 0026, 0076
0044, 0234, 0000, 0026, 0076
0045, 0267, 0000, 0026, 0077
0046, 0216, 0000, 0026, 0077
0047, 0226, 0000, 0026, 0078
0048, 0244, 0000, 0026, 0078
0049, 0262, 0000, 0026, 0079
0050, 0212, 0000, 0026, 0079
0051, 0223, 0000, 0026, 0080
0052, 0219, 0000, 0026, 0080
0053, 0234, 0000, 0026, 0068
0054, 0208, 0000, 0026, 0068
0055, 0267, 0000, 0026, 0080
0056, 0223, 0000, 0026, 0080
0057, 0249, 0000, 0026, 0082
0058, 0252, 0000, 0026, 0082
0059, 0266, 0000, 0026, 0080
0060, 0233, 0000, 0026, 0080
0061, 0261, 0000, 0026, 0081
0062, 0268, 0000, 0026, 0081
0063, 0262, 0000, 0026, 0079
0064, 0260, 0000, 0026, 0079
0065, 0247, 0000, 0026, 0083
0066, 0264, 0000, 0026, 0083
0067, 0260, 0000, 0026, 0081
0068, 0256, 0000, 0026, 0081
0069, 0259, 0000, 0026, 0083
0070, 0303, 0000, 0026, 0083
0071, 0278, 0000, 0026, 0083
0072, 0258, 0000, 0026, 0083
0073, 0259, 0000, 0026, 0086
0074, 0000, 0000, 0026, 0086
0075, 0259, 0000, 0026, 0087
0076, 0251, 0000, 0026, 0087
0077, 0244, 0000, 0026, 0085
0078, 0242, 0000, 0026, 0085
0079, 0297, 0000, 0026, 0085
0080, 0267, 0000, 0026, 0085
0081, 0319, 0000, 0026, 0080
0082, 0271, 0000, 0026, 0080
0083, 0272, 0000, 0026, 0081
0084, 0275, 0000, 0026, 0081
0085, 0239, 0000, 0026, 0083
0086, 0277, 0000, 0026, 0083
0087, 0267, 0000, 0026, 0084
0088, 0227, 0000, 0026, 0084
0089, 0253, 0000, 0026, 0084
0090, 0255, 0000, 0026, 0084
0091, 0244, 0000, 0026, 0085
0092, 0239, 0000, 0026, 0085
0093, 0264, 0000, 0026, 0085
0094, 0249, 0000, 0026, 0085
0095, 0000, 0000, 0026, 0085
0096, 0000, 0000, 0026, 0085
0097, 0000, 0000, 0026, 0068
0098, 0256, 0000, 0026, 0068
0099, 0254, 0000, 0026, 0085
0100, 0251, 0000, 0026, 0085
0101, 0000, 0000, 0026, 0085
0102, 0000, 0000, 0026, 0085
0103, 0000, 0000, 0026, 0082
0104, 0253, 0000, 0026, 0082
0105, 0000, 0000, 0026, 0080
0106, 0000, 0000, 0026, 0080
0107, 0000, 0000, 0026, 0084
0108, -002, -002, -002, -002
0109, 0284, 0000, 0026, 0056
0110, 0235, 0000, 0026, 0084
0111, 0257, 0000, 0026, 0084
0112, 0340, 0000, 0026, 0072
0113, 0331, 0000, 0026, 0072
0114, 0331, 0000, 0026, 0069
0115, 0177, 0000, 0026, 0069
0116, 0203, 0000, 0026, 0070
0117, 0228, 0000, 0026, 0070
0118, 0288, 0000, 0026, 0058
0119, 0356, 0000, 0026, 0058
0120, 0327, 0000, 0026, 0067
0121, 0373, 0000, 0026, 0067
0122, 0344, 0000, 0026, 0078
0123, 0362, 0000, 0026, 0078
0124, 0284, 0000, 0026, 0071
0125, 0297, 0000, 0026, 0071
0126, 0205, 0000, 0026, 0070
0127, 0291, 0000, 0026, 0070
0128, 0250, 0000, 0026, 0065
0129, 0308, 0000, 0026, 0065
0130, 0363, 0000, 0026, 0070
0131, 0304, 0000, 0026, 0070
0132, 0344, 0000, 0026, 0072
0133, 0309, 0000, 0026, 0072
0134, 0317, 0000, 0026, 0076
0135, 0288, 0000, 0026, 0076
0136, 0271, 0000, 0026, 0069
0137, 0264, 0000, 0026, 0069
0138, 0221, 0000, 0026, 0073
0139, 0367, 0000, 0026, 0073
0140, 0217, 0000, 0026, 0086
0141, 0262, 0000, 0026, 0086
0142, 0286, 0000, 0026, 0076
0143, 0377, 0000, 0026, 0076
0144, 0341, 0000, 0026, 0071
0145, 0362, 0000, 0026, 0071
0146, 0350, 0000, 0026, 0061
0147, 0351, 0000, 0026, 0061
0148, 0342, 0000, 0026, 0075
0149, 0314, 0000, 0026, 0075
0150, 0000, 0000, 0026, 0071
0151, 0351, 0000, 0026, 0071
0152, 0327, 0000, 0026, 0076
0153, 0338, 0000, 0026, 0076
0154, 0311, 0000, 0026, 0066
0155, 0347, 0000, 0026, 0066
0156, 0340, 0000, 0026, 0049
0157, 0303, 0000, 0026, 0049
