序号, 活动量,光强 ,温度 ,声音强度
0095, 0224, 0000, 0026, 0059
0096, 0330, 0000, 0026, 0056
0097, 0245, 0000, 0026, 0056
0098, 0257, 0000, 0026, 0064
0099, 0311, 0000, 0026, 0064
0100, 0273, 0000, 0026, 0061
0101, 0268, 0000, 0026, 0061
0102, 0295, 0000, 0026, 0059
0103, 0312, 0000, 0026, 0059
0104, 0245, 0000, 0026, 0082
0105, 0244, 0000, 0026, 0082
0106, 0278, 0000, 0026, 0058
0107, 0305, 0000, 0026, 0058
0108, 0233, 0000, 0026, 0061
0109, 0267, 0000, 0026, 0061
0110, 0238, 0000, 0026, 0074
0111, 0289, 0000, 0026, 0074
0112, 0254, 0000, 0026, 0047
0113, 0257, 0000, 0026, 0047
0114, 0291, 0000, 0026, 0133
0115, 0274, 0000, 0026, 0133
0116, 0262, 0000, 0026, 0065
0117, 0289, 0000, 0026, 0065
0118, 0249, 0000, 0026, 0067
0119, 0236, 0000, 0026, 0067
0120, 0287, 0000, 0026, 0077
0121, 0262, 0000, 0026, 0077
0122, 0277, 0000, 0026, 0063
0123, 0323, 0000, 0026, 0063
0124, 0230, 0000, 0026, 0067
0125, 0307, 0000, 0026, 0067
0126, 0285, 0000, 0026, 0059
0127, 0254, 0000, 0026, 0059
0128, 0297, 0000, 0026, 0064
0129, 0250, 0000, 0026, 0064
0130, 0286, 0000, 0026, 0071
0131, 0329, 0000, 0026, 0071
0132, 0263, 0000, 0026, 0074
0133, 0262, 0000, 0026, 0074
0134, 0266, 0000, 0026, 0067
0135, 0277, 0000, 0026, 0067
0136, 0278, 0000, 0026, 0068
0137, 0000, 0000, 0026, 0068
0138, 0000, 0000, 0026, 0057
0139, 0320, 0000, 0026, 0057
0140, 0285, 0000, 0026, 0068
0141, 0277, 0000, 0026, 0068
0142, 0269, 0000, 0026, 0039
0143, 0274, 0000, 0026, 0039
0144, 0273, 0000, 0026, 0068
0145, 0000, 0000, 0026, 0068
0146, 0275, 0000, 0026, 0066
0147, 0262, 0000, 0026, 0066
0148, 0265, 0000, 0026, 0066
0149, 0287, 0000, 0026, 0066
0150, 0247, 0000, 0026, 0068
0151, 0291, 0000, 0026, 0068
0152, 0286, 0000, 0026, 0067
0153, 0284, 0000, 0026, 0067
0154, 0259, 0000, 0026, 0067
0155, 0256, 0000, 0026, 0067
0156, 0262, 0000, 0026, 0067
0157, 0269, 0000, 0026, 0067
0158, 0282, 0000, 0026, 0066
0159, 0267, 0000, 0026, 0066
0160, 0284, 0000, 0026, 0070
0161, 0263, 0000, 0026, 0070
0162, 0269, 0000, 0026, 0070
0163, 0269, 0000, 0026, 0070
0164, 0269, 0000, 0026, 0067
0165, 0000, 0000, 0026, 0067
0166, 0000, 0000, 0026, 0068
0167, 0270, 0000, 0026, 0068
0168, 0267, 0000, 0026, 0067
0169, 0273, 0000, 0026, 0067
0170, 0273, 0000, 0026, 0066
0171, 0262, 0000, 0026, 0066
0172, 0275, 0000, 0026, 0066
0173, 0280, 0000, 0026, 0066
0174, 0264, 0000, 0026, 0069
0175, 0270, 0000, 0026, 0069
0176, 0269, 0000, 0026, 0066
0177, 0000, 0000, 0026, 0066
0178, -002, -002, -002, -002
0179, -001, 0000, 0000, 0000
0180, -001, 0000, 0000, 0000
0181, -001, 0000, 0000, 0000
0182, -001, 0000, 0000, 0000
0183, -001, 0000, 0000, 0000
0184, -001, 0000, 0000, 0000
0185, -001, 0000, 0000, 0000
0186, -001, 0000, 0000, 0000
0187, -001, 0000, 0000, 0000
0188, -001, 0000, 0000, 0000
0189, -001, 0000, 0000, 0000
0190, -001, 0000, 0000, 0000
0191, -001, 0000, 0000, 0000
0192, -001, 0000, 0000, 0000
0193, -001, 0000, 0000, 0000
0194, -001, 0000, 0000, 0000
0195, -001, 0000, 0000, 0000
0196, -001, 0000, 0000, 0000
0197, -001, 0000, 0000, 0000
0198, -001, 0000, 0000, 0000
0199, -001, 0000, 0000, 0000
0200, -001, 0000, 0000, 0000
0201, -001, 0000, 0000, 0000
0202, -001, 0000, 0000, 0000
0203, -001, 0000, 0000, 0000
0204, -001, 0000, 0000, 0000
0205, -001, 0000, 0000, 0000
0206, -001, 0000, 0000, 0000
0207, -001, 0000, 0000, 0000
0208, -001, 0000, 0000, 0000
0209, -001, 0000, 0000, 0000
0210, -001, 0000, 0000, 0000
0211, -001, 0000, 0000, 0000
0212, -001, 0000, 0000, 0000
0213, -001, 0000, 0000, 0000
0214, -001, 0000, 0000, 0000
0215, -001, 0000, 0000, 0000
0216, -001, 0000, 0000, 0000
0217, -001, 0000, 0000, 0000
0218, -001, 0000, 0000, 0000
0219, -001, 0000, 0000, 0000
0220, -001, 0000, 0000, 0000
0221, -001, 0000, 0000, 0000
0222, -003, -003, -003, -003
0223, 0000, 0000, 0026, 0068
0224, 0274, 0000, 0026, 0068
0225, 0267, 0000, 0026, 0068
0226, 0275, 0000, 0026, 0068
0227, 0278, 0000, 0026, 0068
0228, 0278, 0000, 0026, 0068
0229, 0273, 0000, 0026, 0066
0230, 0272, 0000, 0026, 0066
0231, 0318, 0000, 0026, 0067
0232, 0279, 0000, 0026, 0067
0233, 0278, 0000, 0026, 0065
0234, 0275, 0000, 0026, 0065
0235, 0270, 0000, 0026, 0068
0236, 0271, 0000, 0026, 0068
0237, 0315, 0000, 0026, 0070
0238, 0277, 0000, 0026, 0070
0239, 0269, 0000, 0026, 0066
0240, 0276, 0000, 0026, 0066
0241, 0277, 0000, 0026, 0068
0242, 0267, 0000, 0026, 0068
0243, 0272, 0000, 0026, 0065
0244, 0278, 0000, 0026, 0065
0245, 0274, 0000, 0026, 0067
0246, 0274, 0000, 0026, 0067
0247, 0257, 0000, 0026, 0064
0248, 0276, 0000, 0026, 0064
0249, 0277, 0000, 0026, 0073
0250, 0308, 0000, 0026, 0073
0251, 0284, 0000, 0026, 0067
0252, 0258, 0000, 0026, 0067
0253, 0274, 0000, 0026, 0064
0254, 0262, 0000, 0026, 0064
0255, 0324, 0000, 0026, 0084
0256, 0249, 0000, 0026, 0084
0257, 0266, 0000, 0026, 0070
0258, 0279, 0000, 0026, 0070
0259, 0261, 0000, 0026, 0068
0260, 0272, 0000, 0026, 0068
0261, 0273, 0000, 0026, 0068
0262, 0274, 0000, 0026, 0068
0263, 0000, 0000, 0026, 0067
0264, 0000, 0000, 0026, 0067
0265, 0283, 0000, 0026, 0067
0266, 0274, 0000, 0026, 0067
0267, 0266, 0000, 0026, 0064
0268, 0279, 0000, 0026, 0064
0269, 0270, 0000, 0026, 0068
0270, 0000, 0000, 0026, 0068
0271, 0267, 0000, 0026, 0069
0272, 0274, 0000, 0026, 0069
0273, 0269, 0000, 0026, 0068
0274, 0270, 0000, 0026, 0068
0275, 0278, 0000, 0026, 0066
0276, 0269, 0000, 0026, 0066
0277, 0275, 0000, 0026, 0066
0278, 0270, 0000, 0026, 0066
0279, 0272, 0000, 0026, 0067
0280, 0000, 0000, 0026, 0067
0281, 0273, 0000, 0026, 0066
0282, 0283, 0000, 0026, 0066
0283, 0274, 0000, 0026, 0066
0284, 0273, 0000, 0026, 0066
0285, 0271, 0000, 0026, 0067
0286, 0267, 0000, 0026, 0067
0287, 0273, 0000, 0026, 0065
0288, 0271, 0000, 0026, 0065
0289, 0275, 0000, 0026, 0068
0290, 0271, 0000, 0026, 0068
0291, 0269, 0000, 0026, 0067
0292, 0000, 0000, 0026, 0067
0293, 0271, 0000, 0026, 0068
0294, 0000, 0000, 0026, 0068
0295, 0271, 0000, 0026, 0066
0296, 0273, 0000, 0026, 0066
0297, 0000, 0000, 0026, 0067
0298, 0273, 0000, 0026, 0067
0299, 0271, 0000, 0026, 0066
0300, 0279, 0000, 0026, 0066
0301, 0268, 0000, 0026, 0069
0302, 0265, 0000, 0026, 0069
0303, 0000, 0000, 0026, 0068
0304, 0266, 0000, 0026, 0068
0305, 0268, 0000, 0026, 0069
0306, 0000, 0000, 0026, 0069
0307, 0273, 0000, 0026, 0068
0308, 0272, 0000, 0026, 0068
0309, 0268, 0000, 0026, 0065
0310, 0285, 0000, 0026, 0065
0311, 0270, 0000, 0026, 0069
0312, 0260, 0000, 0026, 0069
0313, 0275, 0000, 0026, 0066
0314, 0271, 0000, 0026, 0066
0315, 0270, 0000, 0026, 0068
0316, 0289, 0000, 0026, 0068
0317, 0265, 0000, 0026, 0065
0318, 0000, 0000, 0026, 0065
0319, 0000, 0000, 0026, 0066
0320, 0269, 0000, 0026, 0066
0321, 0000, 0000, 0026, 0067
0322, 0272, 0000, 0026, 0067
0323, 0000, 0000, 0026, 0068
0324, 0000, 0000, 0026, 0068
0325, 0000, 0000, 0026, 0066
0326, 0266, 0000, 0026, 0066
0327, 0270, 0000, 0026, 0066
0328, 0000, 0000, 0026, 0066
0329, 0264, 0000, 0026, 0065
0330, 0275, 0000, 0026, 0065
0331, 0275, 0000, 0026, 0069
0332, 0265, 0000, 0026, 0069
0333, 0271, 0000, 0026, 0070
0334, 0273, 0000, 0026, 0070
0335, 0275, 0000, 0026, 0066
0336, 0000, 0000, 0026, 0066
0337, 0271, 0000, 0026, 0067
0338, 0000, 0000, 0026, 0067
0339, 0272, 0000, 0026, 0067
0340, 0272, 0000, 0026, 0067
0341, 0272, 0000, 0026, 0068
0342, 0271, 0000, 0026, 0068
0343, 0000, 0000, 0026, 0067
0344, 0000, 0000, 0026, 0067
0345, 0273, 0000, 0026, 0068
0346, 0275, 0000, 0026, 0068
0347, 0272, 0000, 0026, 0068
0348, 0268, 0000, 0026, 0068
0349, 0272, 0000, 0026, 0069
0350, 0276, 0000, 0026, 0069
0351, 0000, 0000, 0026, 0067
0352, 0271, 0000, 0026, 0067
0353, 0272, 0000, 0026, 0068
0354, 0271, 0000, 0026, 0068
0355, 0269, 0000, 0026, 0067
0356, 0274, 0000, 0026, 0067
0357, 0271, 0000, 0026, 0064
0358, 0271, 0000, 0026, 0064
0359, 0268, 0000, 0026, 0067
0360, 0274, 0000, 0026, 0067
0361, 0279, 0000, 0026, 0067
0362, 0276, 0000, 0026, 0067
0363, 0271, 0000, 0026, 0065
0364, 0262, 0000, 0026, 0065
0365, 0273, 0000, 0026, 0066
0366, 0277, 0000, 0026, 0066
0367, 0271, 0000, 0026, 0066
0368, 0278, 0000, 0026, 0066
0369, 0274, 0000, 0026, 0066
0370, 0277, 0000, 0026, 0066
0371, 0267, 0000, 0026, 0067
0372, 0275, 0000, 0026, 0067
0373, 0269, 0000, 0026, 0068
0374, 0271, 0000, 0026, 0068
0375, 0000, 0000, 0026, 0068
0376, 0000, 0000, 0026, 0068
0377, 0272, 0000, 0026, 0067
0378, 0267, 0000, 0026, 0067
0379, 0278, 0000, 0026, 0068
0380, 0283, 0000, 0026, 0068
0381, 0281, 0000, 0026, 0068
0382, 0269, 0000, 0026, 0068
0383, 0000, 0000, 0026, 0068
0384, 0272, 0000, 0026, 0068
0385, 0279, 0000, 0026, 0071
0386, 0269, 0000, 0026, 0071
0387, 0268, 0000, 0026, 0067
0388, 0000, 0000, 0026, 0067
0389, 0269, 0000, 0026, 0067
0390, 0271, 0000, 0026, 0067
0391, 0000, 0000, 0026, 0067
0392, 0000, 0000, 0026, 0067
0393, 0000, 0000, 0026, 0066
0394, 0271, 0000, 0026, 0066
0395, 0000, 0000, 0026, 0068
0396, 0000, 0000, 0026, 0068
0397, 0272, 0000, 0026, 0067
0398, 0271, 0000, 0026, 0067
0399, 0274, 0000, 0026, 0068
0400, 0000, 0000, 0026, 0068
0401, 0000, 0000, 0026, 0067
0402, 0000, 0000, 0026, 0067
0403, 0000, 0000, 0026, 0067
0404, 0276, 0000, 0026, 0067
0405, 0271, 0000, 0026, 0059
0406, 0262, 0000, 0026, 0059
0407, 0280, 0000, 0026, 0067
0408, 0276, 0000, 0026, 0067
0409, 0274, 0000, 0026, 0067
0410, 0271, 0000, 0026, 0067
0411, 0275, 0000, 0026, 0067
0412, 0000, 0000, 0026, 0067
0413, 0000, 0000, 0026, 0067
0414, 0270, 0000, 0026, 0067
0415, 0270, 0000, 0026, 0068
0416, 0000, 0000, 0026, 0068
0417, 0273, 0000, 0026, 0067
0418, 0274, 0000, 0026, 0067
0419, 0270, 0000, 0026, 0067
0420, 0273, 0000, 0026, 0067
0421, 0275, 0000, 0026, 0067
0422, 0280, 0000, 0026, 0067
0423, 0273, 0000, 0026, 0068
0424, 0272, 0000, 0026, 0068
0425, 0270, 0000, 0026, 0068
0426, 0271, 0000, 0026, 0068
0427, 0268, 0000, 0026, 0069
0428, 0272, 0000, 0026, 0069
0429, 0270, 0000, 0026, 0063
0430, 0000, 0000, 0026, 0063
0431, 0272, 0000, 0026, 0068
0432, 0000, 0000, 0026, 0068
0433, 0000, 0000, 0026, 0068
0434, 0270, 0000, 0026, 0068
0435, 0000, 0000, 0026, 0067
0436, 0000, 0000, 0026, 0067
0437, 0272, 0000, 0026, 0068
0438, 0274, 0000, 0026, 0068
0439, 0271, 0000, 0026, 0068
0440, 0273, 0000, 0026, 0068
0441, 0276, 0000, 0026, 0066
0442, 0266, 0000, 0026, 0066
0443, 0275, 0000, 0026, 0068
0444, 0272, 0000, 0026, 0068
0445, 0271, 0000, 0026, 0066
0446, 0271, 0000, 0026, 0066
0447, 0272, 0000, 0026, 0067
0448, 0000, 0000, 0026, 0067
0449, 0271, 0000, 0026, 0067
0450, 0270, 0000, 0026, 0067
0451, 0000, 0000, 0026, 0067
0452, 0000, 0000, 0026, 0067
0453, 0271, 0000, 0026, 0067
0454, 0000, 0000, 0026, 0067
0455, 0270, 0000, 0026, 0069
0456, 0270, 0000, 0026, 0069
0457, 0266, 0000, 0026, 0067
0458, 0273, 0000, 0026, 0067
0459, 0274, 0000, 0026, 0067
0460, 0000, 0000, 0026, 0067
0461, 0265, 0000, 0026, 0067
0462, 0270, 0000, 0026, 0067
0463, 0274, 0000, 0026, 0066
0464, 0275, 0000, 0026, 0066
0465, 0274, 0000, 0026, 0067
0466, 0000, 0000, 0026, 0067
0467, 0270, 0000, 0026, 0066
0468, 0270, 0000, 0026, 0066
0469, 0000, 0000, 0026, 0067
0470, 0000, 0000, 0026, 0067
0471, 0272, 0000, 0026, 0068
0472, 0273, 0000, 0026, 0068
0473, 0271, 0000, 0026, 0068
0474, 0268, 0000, 0026, 0068
0475, 0274, 0000, 0026, 0068
0476, 0000, 0000, 0026, 0068
0477, 0275, 0000, 0026, 0067
0478, 0271, 0000, 0026, 0067
0479, 0272, 0000, 0026, 0069
0480, 0274, 0000, 0026, 0069
0481, 0274, 0000, 0026, 0068
0482, 0270, 0000, 0026, 0068
0483, 0267, 0000, 0026, 0066
0484, 0274, 0000, 0026, 0066
0485, 0274, 0000, 0026, 0067
0486, 0000, 0000, 0026, 0067
0487, 0000, 0000, 0026, 0066
0488, 0272, 0000, 0026, 0066
0489, 0277, 0000, 0026, 0068
0490, 0275, 0000, 0026, 0068
0491, 0275, 0000, 0026, 0066
0492, 0272, 0000, 0026, 0066
0493, 0274, 0000, 0026, 0067
0494, 0000, 0000, 0026, 0067
0495, 0000, 0000, 0026, 0069
0496, -002, -002, -002, -002
0497, 0279, 0000, 0026, 0049
0498, 0272, 0000, 0026, 0049
0499, 0259, 0000, 0026, 0049
0500, 0267, 0000, 0026, 0049
0501, 0259, 0000, 0026, 0049
0502, 0267, 0000, 0026, 0049
0503, 0266, 0000, 0026, 0049
0504, -003, -003, -003, -003
0505, 0267, 0000, 0026, 0049
0506, 0276, 0000, 0026, 0069
0507, 0246, 0000, 0026, 0065
0508, 0281, 0000, 0026, 0065
0509, 0266, 0000, 0026, 0066
0510, 0278, 0000, 0026, 0066
0511, 0272, 0000, 0026, 0066
0512, 0288, 0000, 0026, 0066
0513, 0269, 0000, 0026, 0069
0514, 0285, 0000, 0026, 0069
0515, 0269, 0000, 0026, 0067
0516, 0274, 0000, 0026, 0067
0517, 0273, 0000, 0026, 0068
0518, 0270, 0000, 0026, 0068
0519, 0273, 0000, 0026, 0069
0520, 0000, 0000, 0026, 0069
0521, 0270, 0000, 0026, 0067
0522, 0272, 0000, 0026, 0067
0523, 0284, 0000, 0026, 0071
0524, 0287, 0000, 0026, 0071
0525, 0309, 0000, 0026, 0067
0526, 0269, 0000, 0026, 0067
0527, 0254, 0000, 0026, 0068
0528, 0271, 0000, 0026, 0068
0529, 0274, 0000, 0026, 0067
0530, 0273, 0000, 0026, 0067
0531, 0277, 0000, 0026, 0068
0532, 0260, 0000, 0026, 0068
0533, 0280, 0000, 0026, 0043
0534, 0280, 0000, 0026, 0043
0535, 0305, 0000, 0026, 0069
0536, 0263, 0000, 0026, 0069
0537, 0261, 0000, 0026, 0065
0538, 0270, 0000, 0026, 0065
0539, 0000, 0000, 0026, 0066
0540, 0264, 0000, 0026, 0066
0541, 0260, 0000, 0026, 0075
0542, 0272, 0000, 0026, 0075
0543, 0272, 0000, 0026, 0076
0544, 0271, 0000, 0026, 0076
0545, 0276, 0000, 0026, 0067
0546, 0266, 0000, 0026, 0067
0547, 0279, 0000, 0026, 0067
0548, 0000, 0000, 0026, 0067
0549, 0272, 0000, 0026, 0065
0550, 0000, 0000, 0026, 0065
0551, 0272, 0000, 0026, 0068
0552, 0000, 0000, 0026, 0068
0553, 0000, 0000, 0026, 0068
0554, 0271, 0000, 0026, 0068
0555, 0000, 0000, 0026, 0067
0556, 0274, 0000, 0026, 0067
0557, 0000, 0000, 0026, 0068
0558, 0275, 0000, 0026, 0068
0559, 0254, 0000, 0026, 0055
0560, 0292, 0000, 0026, 0055
0561, 0279, 0000, 0026, 0066
0562, 0273, 0000, 0026, 0066
0563, 0280, 0000, 0026, 0068
0564, 0276, 0000, 0026, 0068
0565, 0264, 0000, 0026, 0069
0566, 0291, 0000, 0026, 0069
0567, 0264, 0000, 0026, 0075
0568, 0220, 0000, 0026, 0075
0569, 0261, 0000, 0026, 0065
0570, 0251, 0000, 0026, 0065
0571, 0253, 0000, 0026, 0062
0572, 0260, 0000, 0026, 0062
0573, 0247, 0000, 0026, 0068
0574, 0251, 0000, 0026, 0068
0575, 0251, 0000, 0026, 0065
0576, 0255, 0000, 0026, 0065
0577, 0000, 0000, 0026, 0067
0578, 0258, 0000, 0026, 0067
0579, 0255, 0000, 0026, 0067
0580, 0254, 0000, 0026, 0067
0581, 0249, 0000, 0026, 0067
0582, 0000, 0000, 0026, 0067
0583, 0000, 0000, 0026, 0067
0584, -002, -002, -002, -002
0585, -001, 0000, 0000, 0000
0586, -001, 0000, 0000, 0000
0587, -001, 0000, 0000, 0000
0588, -001, 0000, 0000, 0000
0589, -001, 0000, 0000, 0000
0590, -001, 0000, 0000, 0000
0591, -001, 0000, 0000, 0000
0592, -001, 0000, 0000, 0000
0593, -001, 0000, 0000, 0000
0594, -001, 0000, 0000, 0000
0595, -001, 0000, 0000, 0000
0596, -003, -003, -003, -003
0597, 0000, 0000, 0026, 0062
0598, 0241, 0000, 0026, 0062
0599, 0265, 0000, 0026, 0062
0600, 0279, 0000, 0026, 0062
0601, 0272, 0000, 0026, 0067
0602, 0261, 0000, 0026, 0067
0603, 0280, 0000, 0026, 0071
0604, 0275, 0000, 0026, 0071
0605, 0279, 0000, 0026, 0071
0606, 0264, 0000, 0026, 0071
0607, 0269, 0000, 0026, 0068
0608, 0270, 0000, 0026, 0068
0609, 0261, 0000, 0026, 0064
0610, 0273, 0000, 0026, 0064
0611, 0286, 0000, 0026, 0066
0612, 0271, 0000, 0026, 0066
0613, 0277, 0000, 0026, 0068
0614, 0273, 0000, 0026, 0068
0615, 0275, 0000, 0026, 0067
0616, 0286, 0000, 0026, 0067
0617, 0276, 0000, 0026, 0067
0618, 0275, 0000, 0026, 0067
0619, 0000, 0000, 0026, 0068
0620, 0000, 0000, 0026, 0068
0621, 0000, 0000, 0026, 0067
0622, 0276, 0000, 0026, 0067
0623, 0000, 0000, 0026, 0067
0624, 0000, 0000, 0026, 0067
0625, 0000, 0000, 0026, 0068
0626, 0000, 0000, 0026, 0068
0627, 0000, 0000, 0026, 0069
0628, 0000, 0000, 0026, 0069
0629, 0000, 0000, 0026, 0067
0630, 0000, 0000, 0026, 0067
0631, 0000, 0000, 0026, 0055
0632, 0000, 0000, 0026, 0055
0633, 0000, 0000, 0026, 0066
0634, 0000, 0000, 0026, 0066
0635, 0000, 0000, 0026, 0067
0636, 0000, 0000, 0026, 0067
0637, 0000, 0000, 0026, 0068
0638, 0274, 0000, 0026, 0068
0639, 0000, 0000, 0026, 0066
0640, 0000, 0000, 0026, 0066
0641, 0000, 0000, 0026, 0067
0642, 0276, 0000, 0026, 0067
0643, 0000, 0000, 0026, 0067
0644, 0000, 0000, 0026, 0067
0645, 0275, 0000, 0026, 0067
0646, 0000, 0000, 0026, 0067
0647, 0000, 0000, 0026, 0066
0648, 0281, 0000, 0026, 0066
0649, 0278, 0000, 0026, 0068
0650, 0000, 0000, 0026, 0068
0651, 0000, 0000, 0026, 0068
0652, 0000, 0000, 0026, 0068
0653, 0000, 0000, 0026, 0064
0654, 0273, 0000, 0026, 0064
0655, 0274, 0000, 0026, 0067
0656, 0273, 0000, 0026, 0067
0657, 0000, 0000, 0026, 0069
0658, 0000, 0000, 0026, 0069
0659, 0000, 0000, 0026, 0065
0660, 0000, 0000, 0026, 0065
0661, 0000, 0000, 0026, 0069
0662, 0000, 0000, 0026, 0069
0663, 0276, 0000, 0026, 0068
0664, 0276, 0000, 0026, 0068
0665, 0000, 0000, 0026, 0067
0666, 0000, 0000, 0026, 0067
0667, 0000, 0000, 0026, 0064
0668, 0000, 0000, 0026, 0064
0669, 0275, 0000, 0026, 0075
0670, 0000, 0000, 0026, 0075
0671, 0276, 0000, 0026, 0068
0672, 0272, 0000, 0026, 0068
0673, 0000, 0000, 0026, 0067
0674, 0000, 0000, 0026, 0067
0675, 0276, 0000, 0026, 0072
0676, 0264, 0000, 0026, 0072
0677, 0271, 0000, 0026, 0065
0678, 0283, 0000, 0026, 0065
0679, 0257, 0000, 0026, 0067
0680, 0271, 0000, 0026, 0067
0681, 0000, 0000, 0026, 0067
0682, 0000, 0000, 0026, 0067
0683, 0000, 0000, 0026, 0067
0684, 0284, 0000, 0026, 0067
0685, 0000, 0000, 0026, 0067
0686, 0274, 0000, 0026, 0067
0687, 0274, 0000, 0026, 0067
0688, 0000, 0000, 0026, 0067
0689, 0000, 0000, 0026, 0068
0690, 0000, 0000, 0026, 0068
0691, 0000, 0000, 0026, 0068
0692, -002, -002, -002, -002
0693, 0000, 0000, 0026, 0049
0694, 0260, 0000, 0026, 0049
0695, 0000, 0000, 0026, 0049
0696, 0000, 0000, 0026, 0049
0697, 0218, 0000, 0026, 0049
0698, 0263, 0000, 0026, 0049
0699, 0000, 0000, 0026, 0049
0700, 0260, 0000, 0026, 0049
0701, 0000, 0000, 0026, 0049
0702, 0000, 0000, 0026, 0049
0703, 0000, 0000, 0026, 0049
0704, -002, -002, -002, -002
0705, -001, 0000, 0000, 0000
0706, -001, 0000, 0000, 0000
0707, -001, 0000, 0000, 0000
0708, -001, 0000, 0000, 0000
0709, -001, 0000, 0000, 0000
0710, -001, 0000, 0000, 0000
0711, -001, 0000, 0000, 0000
0712, -001, 0000, 0000, 0000
0713, -001, 0000, 0000, 0000
0714, -001, 0000, 0000, 0000
0715, -001, 0000, 0000, 0000
0716, -001, 0000, 0000, 0000
0717, -001, 0000, 0000, 0000
0718, -001, 0000, 0000, 0000
0719, -001, 0000, 0000, 0000
0720, -001, 0000, 0000, 0000
0721, -001, 0000, 0000, 0000
0722, -001, 0000, 0000, 0000
0723, -001, 0000, 0000, 0000
0724, -001, 0000, 0000, 0000
0725, -001, 0000, 0000, 0000
0726, -001, 0000, 0000, 0000
0727, -001, 0000, 0000, 0000
0728, -001, 0000, 0000, 0000
0729, -001, 0000, 0000, 0000
0730, -001, 0000, 0000, 0000
0731, -001, 0000, 0000, 0000
0732, -001, 0000, 0000, 0000
0733, -001, 0000, 0000, 0000
0734, -001, 0000, 0000, 0000
0735, -001, 0000, 0000, 0000
0736, -001, 0000, 0000, 0000
0737, -001, 0000, 0000, 0000
0738, -001, 0000, 0000, 0000
0739, -001, 0000, 0000, 0000
0740, -001, 0000, 0000, 0000
0741, -001, 0000, 0000, 0000
0742, -001, 0000, 0000, 0000
0743, -001, 0000, 0000, 0000
0744, -001, 0000, 0000, 0000
0745, -001, 0000, 0000, 0000
0746, -001, 0000, 0000, 0000
0747, -001, 0000, 0000, 0000
