序号, 活动量,光强 ,温度 ,声音强度
0001, 0256, 0000, 0026, 0066
0002, 0246, 0000, 0026, 0066
0003, 0255, 0000, 0026, 0066
0004, 0257, 0000, 0026, 0066
0005, 0263, 0000, 0026, 0066
0006, 0256, 0000, 0026, 0066
0007, 0000, 0000, 0026, 0066
0008, 0257, 0000, 0026, 0066
0009, 0247, 0000, 0026, 0065
0010, 0258, 0000, 0026, 0065
0011, 0248, 0000, 0026, 0066
0012, 0270, 0000, 0026, 0066
0013, 0257, 0000, 0026, 0067
0014, 0259, 0000, 0026, 0067
0015, 0300, 0000, 0026, 0067
0016, 0219, 0000, 0026, 0067
0017, 0242, 0000, 0026, 0067
0018, 0238, 0000, 0026, 0067
0019, 0268, 0000, 0026, 0069
0020, 0205, 0000, 0026, 0069
0021, 0210, 0025, 0026, 0064
0022, 0306, 0025, 0026, 0064
0023, 0252, 0000, 0026, 0066
0024, 0254, 0000, 0026, 0066
0025, 0000, 0000, 0026, 0067
0026, 0252, 0000, 0026, 0067
0027, 0253, 0000, 0026, 0068
0028, 0000, 0000, 0026, 0068
0029, 0253, 0000, 0026, 0067
0030, 0000, 0000, 0026, 0067
0031, -002, -002, -002, -002
0032, 0152, 0000, 0026, 0079
0033, 0302, 0000, 0026, 0133
0034, 0293, 0000, 0026, 0133
0035, 0458, 0000, 0026, 0056
0036, 0373, 0000, 0026, 0056
0037, 0405, 0000, 0026, 0055
0038, 0370, 0000, 0026, 0055
0039, 0297, 0000, 0026, 0053
0040, 0221, 0000, 0026, 0053
0041, 0257, 0000, 0026, 0046
0042, 0335, 0000, 0026, 0046
0043, 0332, 0000, 0026, 0062
0044, 0336, 0000, 0026, 0062
0045, 0426, 0000, 0026, 0073
0046, 0339, 0000, 0026, 0073
0047, 0217, 0000, 0026, 0079
0048, 0258, 0000, 0026, 0079
0049, 0363, 0000, 0026, 0056
0050, 0203, 0000, 0026, 0056
0051, 0385, 0000, 0026, 0049
0052, 0281, 0000, 0026, 0049
0053, 0229, 0000, 0026, 0084
0054, 0260, 0000, 0026, 0084
0055, 0326, 0000, 0026, 0065
0056, 0246, 0000, 0026, 0065
0057, 0335, 0000, 0026, 0090
0058, 0306, 0000, 0026, 0090
0059, 0242, 0000, 0026, 0133
0060, 0339, 0000, 0026, 0133
0061, 0265, 0000, 0026, 0087
0062, 0349, 0000, 0026, 0087
0063, 0311, 0000, 0026, 0073
0064, 0334, 0000, 0026, 0073
0065, 0246, 0000, 0026, 0087
0066, 0402, 0000, 0026, 0087
0067, 0349, 0000, 0026, 0076
0068, 0217, 0000, 0026, 0076
0069, 0291, 0000, 0026, 0067
0070, 0224, 0000, 0026, 0067
0071, 0410, 0000, 0026, 0084
0072, 0278, 0000, 0026, 0084
0073, 0251, 0000, 0026, 0063
0074, 0331, 0000, 0026, 0063
0075, 0298, 0000, 0026, 0078
0076, 0382, 0000, 0026, 0078
0077, 0217, 0000, 0026, 0078
0078, 0318, 0000, 0026, 0078
0079, 0220, 0000, 0026, 0037
0080, 0374, 0000, 0026, 0037
0081, 0291, 0000, 0026, 0087
0082, 0311, 0000, 0026, 0087
0083, 0297, 0000, 0026, 0062
0084, 0292, 0000, 0026, 0062
0085, 0330, 0000, 0026, 0063
0086, 0280, 0000, 0026, 0063
0087, 0357, 0000, 0026, 0065
0088, 0208, 0000, 0026, 0065
0089, 0318, 0000, 0026, 0062
0090, -003, -003, -003, -003
0091, 0000, 0000, 0026, 0068
0092, 0271, 0000, 0026, 0068
0093, 0264, 0000, 0026, 0067
0094, 0261, 0000, 0026, 0067
0095, 0248, 0000, 0026, 0067
0096, 0254, 0000, 0026, 0067
0097, 0236, 0000, 0026, 0067
0098, 0241, 0000, 0026, 0067
0099, 0253, 0000, 0026, 0067
0100, 0256, 0000, 0026, 0067
0101, 0255, 0000, 0026, 0065
0102, 0251, 0000, 0026, 0065
0103, 0246, 0000, 0026, 0065
0104, 0259, 0000, 0026, 0065
0105, 0241, 0000, 0026, 0067
0106, 0227, 0000, 0026, 0067
0107, 0254, 0000, 0026, 0066
