序号, 活动量,光强 ,温度 ,声音强度
0001, 0266, 0000, 0026, 0069
0002, 0315, 0000, 0026, 0065
0003, 0226, 0000, 0026, 0065
0004, 0286, 0000, 0026, 0067
0005, 0246, 0000, 0026, 0067
0006, 0275, 0000, 0026, 0073
0007, 0000, 0000, 0026, 0073
0008, 0295, 0000, 0026, 0061
0009, 0411, 0000, 0026, 0061
0010, 0251, 0000, 0026, 0067
0011, 0343, 0000, 0026, 0067
0012, 0273, 0000, 0026, 0065
0013, 0247, 0000, 0026, 0065
0014, 0333, 0000, 0026, 0067
0015, 0255, 0000, 0026, 0067
0016, 0244, 0000, 0026, 0068
0017, 0242, 0000, 0026, 0068
0018, 0399, 0000, 0026, 0066
0019, 0262, 0000, 0026, 0066
0020, 0243, 0000, 0026, 0062
0021, 0324, 0000, 0026, 0062
0022, 0260, 0000, 0026, 0069
0023, 0234, 0000, 0026, 0069
0024, 0238, 0000, 0026, 0066
0025, 0232, 0000, 0026, 0066
0026, 0255, 0000, 0026, 0068
0027, 0419, 0000, 0026, 0068
0028, 0236, 0000, 0026, 0065
0029, 0249, 0000, 0026, 0065
0030, 0233, 0000, 0026, 0069
0031, 0298, 0000, 0026, 0069
0032, 0329, 0000, 0026, 0067
0033, 0244, 0000, 0026, 0067
0034, 0268, 0000, 0026, 0069
0035, 0314, 0000, 0026, 0069
0036, 0376, 0000, 0026, 0068
0037, 0288, 0000, 0026, 0068
0038, 0287, 0000, 0026, 0066
0039, 0308, 0000, 0026, 0066
0040, 0316, 0000, 0026, 0065
0041, 0303, 0000, 0026, 0065
0042, 0229, 0000, 0026, 0067
0043, 0313, 0000, 0026, 0067
0044, 0273, 0000, 0026, 0064
0045, 0287, 0000, 0026, 0064
0046, 0290, 0000, 0026, 0069
0047, 0299, 0000, 0026, 0069
0048, 0204, 0000, 0026, 0064
0049, 0245, 0000, 0026, 0064
0050, 0268, 0000, 0026, 0066
0051, 0215, 0000, 0026, 0066
0052, 0249, 0000, 0026, 0070
0053, 0296, 0000, 0026, 0070
0054, 0284, 0000, 0026, 0067
0055, 0283, 0000, 0026, 0067
0056, 0304, 0000, 0026, 0064
0057, 0217, 0000, 0026, 0064
0058, 0197, 0000, 0026, 0069
0059, 0354, 0000, 0026, 0069
0060, 0303, 0000, 0026, 0069
0061, 0301, 0000, 0026, 0069
0062, 0271, 0000, 0026, 0069
0063, 0218, 0000, 0026, 0069
0064, 0293, 0000, 0026, 0065
0065, 0409, 0000, 0026, 0065
0066, 0272, 0000, 0026, 0069
0067, 0230, 0000, 0026, 0069
0068, 0251, 0000, 0026, 0066
0069, 0283, 0000, 0026, 0066
0070, 0302, 0000, 0026, 0064
0071, 0230, 0000, 0026, 0064
0072, 0278, 0000, 0026, 0067
0073, 0267, 0000, 0026, 0067
0074, 0296, 0000, 0026, 0072
0075, 0202, 0000, 0026, 0072
0076, 0236, 0000, 0026, 0067
0077, 0323, 0000, 0026, 0067
0078, 0309, 0000, 0026, 0066
0079, 0302, 0000, 0026, 0066
0080, 0216, 0000, 0026, 0065
0081, 0248, 0000, 0026, 0065
0082, 0377, 0000, 0026, 0068
0083, 0239, 0000, 0026, 0068
0084, 0254, 0000, 0026, 0066
0085, 0283, 0000, 0026, 0066
0086, 0282, 0000, 0026, 0067
0087, 0381, 0000, 0026, 0067
0088, 0266, 0000, 0026, 0067
0089, 0220, 0000, 0026, 0067
0090, 0247, 0000, 0026, 0068
0091, 0392, 0000, 0026, 0068
0092, 0240, 0000, 0026, 0065
0093, 0239, 0000, 0026, 0065
0094, 0280, 0000, 0026, 0066
0095, 0302, 0000, 0026, 0066
0096, 0218, 0000, 0026, 0068
0097, 0344, 0000, 0026, 0068
0098, 0291, 0000, 0026, 0068
0099, 0250, 0000, 0026, 0068
0100, 0266, 0000, 0026, 0065
0101, 0182, 0000, 0026, 0065
0102, 0261, 0000, 0026, 0066
0103, 0209, 0000, 0026, 0066
0104, 0186, 0000, 0026, 0064
0105, 0377, 0000, 0026, 0064
0106, 0343, 0000, 0026, 0071
0107, 0296, 0000, 0026, 0071
0108, 0246, 0000, 0026, 0062
0109, 0244, 0000, 0026, 0062
0110, 0250, 0000, 0026, 0060
0111, 0227, 0000, 0026, 0060
0112, 0315, 0000, 0026, 0066
0113, 0311, 0000, 0026, 0066
